source_label,source_module,source_occurrence_id,logical_item_id,logical_question_id,source_question_number,question_order,question_type,question_text,highlighted_text,paragraph_id,paragraph_order,start_offset,end_offset,confidence,evidence_kind,reason,candidate_source_question_numbers,passage_text_occurrence_count,offset_verified
6.7C,m1,reading-source-6-7c-m1-rap-13,reading-rap-c63fb3651607230289cc9a21,reading-rap-c63fb3651607230289cc9a21-q01,31,1,rap_multiple_choice,"The word ""retention"" in the passage is closest in meaning to",retention,reading-rap-c63fb3651607230289cc9a21-passage-01-p01,1,466,475,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,31,2,True
6.7C,m1,reading-source-6-7c-m1-rap-13,reading-rap-c63fb3651607230289cc9a21,reading-rap-c63fb3651607230289cc9a21-q04,34,4,rap_multiple_choice,"Why does the author use the phrase ""Not surprisingly"" to begin paragraph 32",Not surprisingly,reading-rap-c63fb3651607230289cc9a21-passage-01-p03,3,0,16,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,34,1,True
6.7C,m1,reading-source-6-7c-m1-rap-13,reading-rap-c63fb3651607230289cc9a21,reading-rap-c63fb3651607230289cc9a21-q01,31,1,rap_multiple_choice,"The word ""retention"" in the passage is closest in meaning to",retention,reading-rap-c63fb3651607230289cc9a21-passage-01-p03,3,68,77,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,31,2,True
6.7C,m2,reading-source-6-7c-m2-rap-19,reading-rap-5bf7db5133284be39a3b362d,reading-rap-5bf7db5133284be39a3b362d-q03,13,3,rap_multiple_choice,"The word ""straightforward"" in the passage is closest in meaning to",straightforward,reading-rap-5bf7db5133284be39a3b362d-passage-01-p02,2,297,312,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
6.9,m1,reading-source-6-9-m1-rap-13,reading-rap-c0a09dd368b968fd01c859ed,reading-rap-c0a09dd368b968fd01c859ed-q01,31,1,rap_multiple_choice,"The word ""anomalies"" in the passage is closest in meaning to",anomalies,reading-rap-c0a09dd368b968fd01c859ed-passage-01-p01,1,290,299,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,31,1,True
6.9,m2,reading-source-6-9-m2-rap-19,reading-rap-4042fb1dc21bdf042d6ea366,reading-rap-4042fb1dc21bdf042d6ea366-q04,14,4,rap_multiple_choice,"The word ""evoke"" in the passage is closest in meaning to",evoke,reading-rap-4042fb1dc21bdf042d6ea366-passage-01-p03,3,216,221,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,14,1,True
6.10,m1,reading-source-6-10-m1-rap-13,reading-rap-26d0ed793e40bbe883e60a6a,reading-rap-26d0ed793e40bbe883e60a6a-q02,32,2,rap_multiple_choice,"Why does the author note that ""sunlight becomes chemical energy""?",sunlight becomes chemical energy,reading-rap-26d0ed793e40bbe883e60a6a-passage-01-p01,1,450,482,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,32,1,True
6.10,m1,reading-source-6-10-m1-rap-13,reading-rap-26d0ed793e40bbe883e60a6a,reading-rap-26d0ed793e40bbe883e60a6a-q04,34,4,rap_multiple_choice,"The word ""disparity"" in the passage is closest in meaning to",disparity,reading-rap-26d0ed793e40bbe883e60a6a-passage-01-p02,2,302,311,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,34,1,True
6.10,m2,reading-source-6-10-m2-rap-19,reading-rap-50cfc4c5fd006c1ec78a60b8,reading-rap-50cfc4c5fd006c1ec78a60b8-q01,11,1,rap_multiple_choice,"What does the passage indicate about the ""chemical changes"" in the marble of the Getty Kouros?",chemical changes,reading-rap-50cfc4c5fd006c1ec78a60b8-passage-01-p01,1,455,471,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,11,1,True
6.10,m2,reading-source-6-10-m2-rap-19,reading-rap-50cfc4c5fd006c1ec78a60b8,reading-rap-50cfc4c5fd006c1ec78a60b8-q02,12,2,rap_multiple_choice,"The author mentions ""a transitional moment in Greek sculpture"" primarily in order to",a transitional moment in Greek sculpture,reading-rap-50cfc4c5fd006c1ec78a60b8-passage-01-p01,1,658,698,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,12,1,True
6.14,m1,reading-source-6-14-m1-rap-13,reading-rap-a079611e1a822b5658af4b64,reading-rap-a079611e1a822b5658af4b64-q03,33,3,rap_multiple_choice,"The word ""aspirations"" in the passage is closest in meaning to",aspirations,reading-rap-a079611e1a822b5658af4b64-passage-01-p02,2,230,241,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,33,1,True
6.14,m2,reading-source-6-14-m2-rap-19,reading-rap-f04bee90f6b464220dc4d249,reading-rap-f04bee90f6b464220dc4d249-q01,11,1,rap_multiple_choice,"The word ""fostered"" in the passage is closest in meaning to",fostered,reading-rap-f04bee90f6b464220dc4d249-passage-01-p01,1,447,455,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,11,1,True
6.15,m1,reading-source-6-15-m1-rap-08,reading-rap-80e0d016a21881694ab06335,reading-rap-80e0d016a21881694ab06335-q02,27,2,rap_multiple_choice,"What does the phrase ""This consequentialist framework"" refer to?",This consequentialist framework,reading-rap-80e0d016a21881694ab06335-passage-01-p02,2,206,237,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,27,1,True
6.15,m1,reading-source-6-15-m1-rap-08,reading-rap-80e0d016a21881694ab06335,reading-rap-80e0d016a21881694ab06335-q03,28,3,rap_multiple_choice,"The word ""allocating"" in the passage is closest in meaning to",allocating,reading-rap-80e0d016a21881694ab06335-passage-01-p02,2,482,492,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,28,1,True
6.15,m1,reading-source-6-15-m1-rap-13,reading-rap-668702bfa1634d0e0a73a4d1,reading-rap-668702bfa1634d0e0a73a4d1-q03,33,3,rap_multiple_choice,"The word ""incredibly"" in the passage is closest in meaning to",incredibly,reading-rap-668702bfa1634d0e0a73a4d1-passage-01-p03,3,36,46,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,33,1,True
6.15,m2,reading-source-6-15-m2-rap-19,reading-rap-c3233ad427c0e207ebb6a110,reading-rap-c3233ad427c0e207ebb6a110-q05,15,5,rap_multiple_choice,"The phrase ""culminating in"" in the final sentence is closest in meaning to",culminating in,reading-rap-c3233ad427c0e207ebb6a110-passage-01-p03,3,413,427,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,15,1,True
6.16A,m1,reading-source-6-16a-m1-rap-08,reading-rap-f1ccfc79e358e55f2ee63181,reading-rap-f1ccfc79e358e55f2ee63181-q02,27,2,rap_multiple_choice,"The word ""transformative"" in the passage is closest in meaning to",transformative,reading-rap-f1ccfc79e358e55f2ee63181-passage-01-p01,1,278,292,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,27,1,True
6.16A,m1,reading-source-6-16a-m1-rap-08,reading-rap-f1ccfc79e358e55f2ee63181,reading-rap-f1ccfc79e358e55f2ee63181-q04,29,4,rap_multiple_choice,"Why does the author mention ""the global spread of wireless technology""?",the global spread of wireless technology,reading-rap-f1ccfc79e358e55f2ee63181-passage-01-p03,3,448,488,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,29,1,True
6.16A,m1,reading-source-6-16a-m1-rap-13,reading-rap-2662811490d7e1cb8ef50753,reading-rap-2662811490d7e1cb8ef50753-q02,32,2,rap_multiple_choice,"What does the phrase ""This consequentialist framework"" refer to?",This consequentialist framework,reading-rap-2662811490d7e1cb8ef50753-passage-01-p02,2,206,237,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,32,1,True
6.16A,m1,reading-source-6-16a-m1-rap-13,reading-rap-2662811490d7e1cb8ef50753,reading-rap-2662811490d7e1cb8ef50753-q03,33,3,rap_multiple_choice,"The word ""allocating"" in the passage is closest in meaning to",allocating,reading-rap-2662811490d7e1cb8ef50753-passage-01-p02,2,482,492,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,33,1,True
6.16A,m2,reading-source-6-16a-m2-rap-19,reading-rap-5a8c27c074aa0513d04f572b,reading-rap-5a8c27c074aa0513d04f572b-q03,13,3,rap_multiple_choice,"The word ""fundamentally"" in the passage is closest in meaning to",fundamentally,reading-rap-5a8c27c074aa0513d04f572b-passage-01-p03,3,259,272,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
6.16B,m1,reading-source-6-16b-m1-rap-08,reading-rap-7066f8dd9b44a5d1e065719d,reading-rap-7066f8dd9b44a5d1e065719d-q02,27,2,rap_multiple_choice,"What does the phrase ""This consequentialist framework"" refer to?",This consequentialist framework,reading-rap-7066f8dd9b44a5d1e065719d-passage-01-p02,2,206,237,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,27,1,True
6.16B,m1,reading-source-6-16b-m1-rap-08,reading-rap-7066f8dd9b44a5d1e065719d,reading-rap-7066f8dd9b44a5d1e065719d-q03,28,3,rap_multiple_choice,"The word ""allocating"" in the passage is closest in meaning to",allocating,reading-rap-7066f8dd9b44a5d1e065719d-passage-01-p02,2,482,492,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,28,1,True
6.16B,m1,reading-source-6-16b-m1-rap-13,reading-rap-8ef2e4aefe74c7b7cdc2b9e1,reading-rap-8ef2e4aefe74c7b7cdc2b9e1-q03,33,3,rap_multiple_choice,"The word ""incredibly"" in the passage is closest in meaning to",incredibly,reading-rap-8ef2e4aefe74c7b7cdc2b9e1-passage-01-p03,3,36,46,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,33,1,True
6.16B,m2,reading-source-6-16b-m2-rap-19,reading-rap-43fe10b35ebdf733d430c751,reading-rap-43fe10b35ebdf733d430c751-q05,15,5,rap_multiple_choice,"The phrase ""culminating in"" in the final sentence is closest in meaning to",culminating in,reading-rap-43fe10b35ebdf733d430c751-passage-01-p03,3,413,427,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,15,1,True
6.17,m1,reading-source-6-17-m1-rap-08,reading-rap-25e10401a0a3eeb038f2636e,reading-rap-25e10401a0a3eeb038f2636e-q01,26,1,rap_multiple_choice,"The word ""subtle"" in the passage is closest in meaning to",subtle,reading-rap-25e10401a0a3eeb038f2636e-passage-01-p01,1,77,83,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,26,1,True
6.17,m1,reading-source-6-17-m1-rap-08,reading-rap-25e10401a0a3eeb038f2636e,reading-rap-25e10401a0a3eeb038f2636e-q03,28,3,rap_multiple_choice,"Why does the author mention ""variations in rock density and the presence of faults or fractures""?",variations in rock density and the presence of faults or fractures,reading-rap-25e10401a0a3eeb038f2636e-passage-01-p02,2,238,304,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,28,1,True
6.17,m1,reading-source-6-17-m1-rap-08,reading-rap-25e10401a0a3eeb038f2636e,reading-rap-25e10401a0a3eeb038f2636e-q05,30,5,rap_multiple_choice,"What does the author suggest about ""filtering methods and cross-referencing data from multiple seismometers""?",filtering methods and cross-referencing data from multiple seismometers,reading-rap-25e10401a0a3eeb038f2636e-passage-01-p03,3,242,313,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,30,1,True
6.17,m1,reading-source-6-17-m1-rap-13,reading-rap-d27de865cadb77d675378075,reading-rap-d27de865cadb77d675378075-q02,32,2,rap_multiple_choice,"The phrase ""advocated for"" in the passage is closest in meaning to",advocated for,reading-rap-d27de865cadb77d675378075-passage-01-p02,2,236,249,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,32,1,True
6.17,m1,reading-source-6-17-m1-rap-13,reading-rap-d27de865cadb77d675378075,reading-rap-d27de865cadb77d675378075-q03,33,3,rap_multiple_choice,"Why does the author discuss the ""grid-based approach""?",grid-based approach,reading-rap-d27de865cadb77d675378075-passage-01-p02,2,284,303,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,33,1,True
6.17,m2,reading-source-6-17-m2-rap-19,reading-rap-059ab1c8259c00f0242e7951,reading-rap-059ab1c8259c00f0242e7951-q01,11,1,rap_multiple_choice,"The word ""static"" in the passage is closest in meaning to",static,reading-rap-059ab1c8259c00f0242e7951-passage-01-p01,1,5,11,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,11,1,True
6.17,m2,reading-source-6-17-m2-rap-19,reading-rap-059ab1c8259c00f0242e7951,reading-rap-059ab1c8259c00f0242e7951-q04,14,4,rap_multiple_choice,"Why does the author mention ""hospitals"" and ""office spaces""?",hospitals,reading-rap-059ab1c8259c00f0242e7951-passage-01-p03,3,484,493,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,14,1,True
6.17,m2,reading-source-6-17-m2-rap-19,reading-rap-059ab1c8259c00f0242e7951,reading-rap-059ab1c8259c00f0242e7951-q04,14,4,rap_multiple_choice,"Why does the author mention ""hospitals"" and ""office spaces""?",office spaces,reading-rap-059ab1c8259c00f0242e7951-passage-01-p03,3,568,581,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,14,1,True
6.21A,m1,reading-source-6-21a-m1-rap-13,reading-rap-6c60773bbb66e0a8dc6adcc0,reading-rap-6c60773bbb66e0a8dc6adcc0-q05,35,5,rap_multiple_choice,"The word ""holistic"" in the passage is closest in meaning to",holistic,reading-rap-6c60773bbb66e0a8dc6adcc0-passage-01-p03,3,260,268,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,35,1,True
6.21A,m2,reading-source-6-21a-m2-rap-19,reading-rap-98e3b20d6b6e1d9ce46eac7c,reading-rap-98e3b20d6b6e1d9ce46eac7c-q02,12,2,rap_sentence_selection,Identify the sentence in paragraph 2 that explains how antimicrobial resistance works. Select the sentence to make your choice.,"Bacteria develop resistance through a multitude of mechanisms, including genetic mutations and the sharing of genes, which allow them to survive antibiotic treatment and proliferate.",reading-rap-98e3b20d6b6e1d9ce46eac7c-passage-01-p02,2,0,182,HIGH,unique_exact_authoritative_sentence_answer,DOCX highlighted text exactly equals the authoritative correct sentence identified by this question's target paragraph and sentence ID.,12,1,True
6.21A,m2,reading-source-6-21a-m2-rap-19,reading-rap-98e3b20d6b6e1d9ce46eac7c,reading-rap-98e3b20d6b6e1d9ce46eac7c-q04,14,4,rap_multiple_choice,"The word ""comprehensive"" in the passage is closest in meaning to",comprehensive,reading-rap-98e3b20d6b6e1d9ce46eac7c-passage-01-p03,3,26,39,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,14,1,True
6.21B,m1,reading-source-6-21b-m1-rap-13,reading-rap-6c60773bbb66e0a8dc6adcc0,reading-rap-6c60773bbb66e0a8dc6adcc0-q05,35,5,rap_multiple_choice,"The word ""holistic"" in the passage is closest in meaning to",holistic,reading-rap-6c60773bbb66e0a8dc6adcc0-passage-01-p03,3,260,268,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,35,1,True
6.21B,m2,reading-source-6-21b-m2-rap-19,reading-rap-964b2c0d86db237d8e65b24e,reading-rap-964b2c0d86db237d8e65b24e-q01,11,1,rap_multiple_choice,"The word ""profound"" in the passage is closest in meaning to",profound,reading-rap-964b2c0d86db237d8e65b24e-passage-01-p01,1,147,155,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,11,1,True
6.22,m1,reading-source-6-22-m1-rap-13,reading-rap-abf7cca7bbd44e6e78417d21,reading-rap-abf7cca7bbd44e6e78417d21-q01,31,1,rap_multiple_choice,"The word ""anomalies"" in the passage is closest in meaning to",anomalies,reading-rap-abf7cca7bbd44e6e78417d21-passage-01-p01,1,399,408,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,31,1,True
6.22,m2,reading-source-6-22-m2-rap-19,reading-rap-bbe98bba9b4c8463d35912f4,reading-rap-bbe98bba9b4c8463d35912f4-q03,13,3,rap_multiple_choice,"The word ""milieus"" in the passage is closest in meaning to",milieus,reading-rap-bbe98bba9b4c8463d35912f4-passage-01-p01,1,624,631,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
6.22,m2,reading-source-6-22-m2-rap-19,reading-rap-bbe98bba9b4c8463d35912f4,reading-rap-bbe98bba9b4c8463d35912f4-q04,14,4,rap_sentence_selection,Identify the sentence in paragraph 2 that describes an argument against the claims of metaphilosophy. Select the sentence to make your choice.,"Some insist that despite linguistic and cultural variation, certain philosophical concerns—like suffering, justice, or mortality—are shared across societies, suggesting a basis for universality.",reading-rap-bbe98bba9b4c8463d35912f4-passage-01-p02,2,0,194,HIGH,unique_exact_authoritative_sentence_answer,DOCX highlighted text exactly equals the authoritative correct sentence identified by this question's target paragraph and sentence ID.,14,1,True
6.23,m1,reading-source-6-23-m1-rap-13,reading-rap-c60864a200a09f24ffb1835d,reading-rap-c60864a200a09f24ffb1835d-q02,32,2,rap_multiple_choice,"The word ""premature"" in the passage is closest in meaning to",premature,reading-rap-c60864a200a09f24ffb1835d-passage-01-p02,2,309,318,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,32,1,True
6.23,m2,reading-source-6-23-m2-rap-19,reading-rap-8371c3948e75cac783023b5c,reading-rap-8371c3948e75cac783023b5c-q01,11,1,rap_sentence_selection,Identify the sentence in paragraph 1 that illustrates how social network dynamics can affect personal beliefs. Select the sentence to make your choice.,"If someone regularly chats with a group of friends who share strong opinions about climate change, they may gradually adopt similar views.",reading-rap-8371c3948e75cac783023b5c-passage-01-p01,1,292,430,HIGH,unique_exact_authoritative_sentence_answer,DOCX highlighted text exactly equals the authoritative correct sentence identified by this question's target paragraph and sentence ID.,11,1,True
6.23,m2,reading-source-6-23-m2-rap-19,reading-rap-8371c3948e75cac783023b5c,reading-rap-8371c3948e75cac783023b5c-q03,13,3,rap_multiple_choice,"The word ""incredibly"" in the passage is closest in meaning to",incredibly,reading-rap-8371c3948e75cac783023b5c-passage-01-p03,3,36,46,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
6.24,m1,reading-source-6-24-m1-rap-08,reading-rap-bd88c39e1718f0046a3df188,reading-rap-bd88c39e1718f0046a3df188-q02,27,2,rap_multiple_choice,"The word ""fosters"" in the passage is closest in meaning to",fosters,reading-rap-bd88c39e1718f0046a3df188-passage-01-p02,2,235,242,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,27,1,True
6.24,m1,reading-source-6-24-m1-rap-13,reading-rap-f50dd6e4cd831e6155bb31ac,reading-rap-f50dd6e4cd831e6155bb31ac-q01,31,1,rap_sentence_selection,Identify the sentence in paragraph 1 that contrasts two branches of mathematics. Select the sentence to make your choice.,"Unlike continuous geometry—which deals with shapes and structures that are smooth and unbroken, like curves and surfaces—discrete geometry focuses on objects that are finite or countable like points, lines, and polygons.",reading-rap-f50dd6e4cd831e6155bb31ac-passage-01-p01,1,129,349,HIGH,unique_exact_authoritative_sentence_answer,DOCX highlighted text exactly equals the authoritative correct sentence identified by this question's target paragraph and sentence ID.,31,1,True
6.24,m1,reading-source-6-24-m1-rap-13,reading-rap-f50dd6e4cd831e6155bb31ac,reading-rap-f50dd6e4cd831e6155bb31ac-q04,34,4,rap_multiple_choice,"The word ""belie"" in the passage is closest in meaning to",belie,reading-rap-f50dd6e4cd831e6155bb31ac-passage-01-p04,4,73,78,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,34,1,True
6.24,m2,reading-source-6-24-m2-rap-19,reading-rap-12e71c91e8c595abfee101fb,reading-rap-12e71c91e8c595abfee101fb-q03,13,3,rap_multiple_choice,"The word ""cultivate"" in the passage is closest in meaning to",cultivate,reading-rap-12e71c91e8c595abfee101fb-passage-01-p02,2,29,38,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
6.29,m1,reading-source-6-29-m1-rap-08,reading-rap-fe8411639546b0b11ec79d0b,reading-rap-fe8411639546b0b11ec79d0b-q01,26,1,rap_multiple_choice,"The word ""persevere"" in the passage is closest in meaning to",persevere,reading-rap-fe8411639546b0b11ec79d0b-passage-01-p02,2,93,102,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,26,1,True
6.29,m2,reading-source-6-29-m2-rap-19,reading-rap-34f6bce8fefcc9ea8c94efb8,reading-rap-34f6bce8fefcc9ea8c94efb8-q05,15,5,rap_multiple_choice,"The word ""rectify"" in the passage is closest in meaning to",rectify,reading-rap-34f6bce8fefcc9ea8c94efb8-passage-01-p03,3,310,317,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,15,1,True
6.30A,m1,reading-source-6-30a-m1-rap-08,reading-rap-2a8207a6f456303be8bfd836,reading-rap-2a8207a6f456303be8bfd836-q01,26,1,rap_multiple_choice,"The word ""norms"" in the passage is closest in meaning to",norms,reading-rap-2a8207a6f456303be8bfd836-passage-01-p01,1,208,213,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,26,1,True
6.30A,m1,reading-source-6-30a-m1-rap-08,reading-rap-2a8207a6f456303be8bfd836,reading-rap-2a8207a6f456303be8bfd836-q04,29,4,rap_multiple_choice,"The phrase ""these dynamics"" in the passage refers to",these dynamics,reading-rap-2a8207a6f456303be8bfd836-passage-01-p01,1,1089,1103,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,29,1,True
6.30A,m1,reading-source-6-30a-m1-rap-13,reading-rap-5773e5b9a84f86d3ac356a45,reading-rap-5773e5b9a84f86d3ac356a45-q04,34,4,rap_multiple_choice,"The word ""evoke"" in the passage is closest in meaning to",evoke,reading-rap-5773e5b9a84f86d3ac356a45-passage-01-p03,3,216,221,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,34,1,True
6.30A,m2,reading-source-6-30a-m2-rap-19,reading-rap-08f66e6c2b3e25bd34fa0651,reading-rap-08f66e6c2b3e25bd34fa0651-q03,13,3,rap_multiple_choice,"The word ""stewardship"" in the passage is closest in meaning to",stewardship,reading-rap-08f66e6c2b3e25bd34fa0651-passage-01-p03,3,94,105,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
6.30B,m1,reading-source-6-30b-m1-rap-13,reading-rap-c0a09dd368b968fd01c859ed,reading-rap-c0a09dd368b968fd01c859ed-q01,31,1,rap_multiple_choice,"The word ""anomalies"" in the passage is closest in meaning to",anomalies,reading-rap-c0a09dd368b968fd01c859ed-passage-01-p01,1,290,299,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,31,1,True
6.30B,m1,reading-source-6-30b-m1-rap-13,reading-rap-c0a09dd368b968fd01c859ed,reading-rap-c0a09dd368b968fd01c859ed-q03,33,3,rap_sentence_selection,Identify the sentence in paragraph 2 that highlights a limitation of interactive dashboards. Select the sentence to make your choice.,"However, the effectiveness of these dashboards often hinges on the user's ability to interpret complex visual cues, which can be overwhelming.",reading-rap-c0a09dd368b968fd01c859ed-passage-01-p02,2,338,480,HIGH,unique_exact_authoritative_sentence_answer,DOCX highlighted text exactly equals the authoritative correct sentence identified by this question's target paragraph and sentence ID.,33,1,True
6.30B,m2,reading-source-6-30b-m2-rap-19,reading-rap-08f66e6c2b3e25bd34fa0651,reading-rap-08f66e6c2b3e25bd34fa0651-q03,13,3,rap_multiple_choice,"The word ""stewardship"" in the passage is closest in meaning to",stewardship,reading-rap-08f66e6c2b3e25bd34fa0651-passage-01-p03,3,94,105,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
